Symbol,Token,,,,NIFTY 50,,,,,
SHAKTIPUMP,25574,,,,,,,,,
SHAIVAL,10684,,,,,,,,,
SHAILY,8727,,,,,,,,,
SIL,11297,,,,,,,,,
TAKE,14917,,,,,,,,,
TALBROAUTO,13648,,,,,,,,,
TANLA,13976,,,,,,,,,
VINSYS,17898,,,,,,,,,
VINNY,12490,,,,,,,,,
VINEETLAB,3809,,,,,,,,,
VINDHYATEL,3694,,,,,,,,,
VINATIORGA,17364,,,,,,,,,
VIMTALABS,13101,,,,,,,,,
VINYAS,19206,,,,,,,,,
VILINBIO,16954,,,,,,,,,
VIKASECO,25756,,,,,,,,,
VIJIFIN,17695,,,,,,,,,
VIJAYA,5585,,,,,,,,,
VIDHIING,13536,,,,,,,,,
VIAZ,14316,,,,,,,,,
VHL,11892,,,,,,,,,
VIKASLIFE,9931,,,,,,,,,
VGUARD,15362,,,,,,,,,
VINYLINDIA,16821,,,,,,,,,
VIPIND,3703,,,,,,,,,
VMARCIND,3188,,,,,,,,,
VLSFINANCE,3715,,,,,,,,,
VLEGOV,18021,,,,,,,,,
VIVO,7610,,,,,,,,,
VIVIDHA,29881,,,,,,,,,
VIVIANA,10967,,,,,,,,,
VIPCLOTHNG,14843,,,,,,,,,
VITAL,11920,,,,,,,,,
VISHWARAJ,13702,,,,,,,,,
VISHNUINFR,19300,,,,,,,,,
VISHNU,6908,,,,,,,,,
VISAKAIND,4221,,,,,,,,,
VIRINCHI,15295,,,,,,,,,
VIPULLTD,8437,,,,,,,,,
VISHWAS,23370,,,,,,,,,
VMART,29284,,,,,,,,,
VETO,8652,,,,,,,,,
VERTOZ,18863,,,,,,,,,
VALIANTORG,330,,,,,,,,,
VALIANTLAB,19218,,,,,,,,,
VAKRANGEE,13342,,,,,,,,,
VAISHALI,16589,,,,,,,,,
VAIBHAVGBL,11364,,,,,,,,,
VADILALIND,24196,,,,,,,,,
VARDHACRLC,11220,,,,,,,,,
V2RETAIL,14770,,,,,,,,,
UWCSL,5945,,,,,,,,,
UTTAMSUGAR,13376,,,,,,,,,
UTKARSHBNK,17358,,,,,,,,,
UTIAMC,527,,,,,,,,,
USK,14872,,,,,,,,,
USHAMART,8840,,,,,,,,,
V1NSETEST,12863,,,,,,,,,
VESUVIUS,3676,,,,,,,,,
VARDMNPOLY,3646,,,,,,,,,
VASA,1274,,,,,,,,,
VERTEXPLUS,14503,,,,,,,,,
VERITAAS,23778,,,,,,,,,
VERANDA,8890,,,,,,,,,
VERA,2666,,,,,,,,,
VENUSREM,13859,,,,,,,,,
VENUSPIPES,9592,,,,,,,,,
VARROC,3857,,,,,,,,,
VENKEYS,3757,,,,,,,,,
VEEKAYEM,10710,,,,,,,,,
VEDL,3063,,,,,,,,,
VBL,18921,,,,,,,,,
VASWANI,25344,,,,,,,,,
VASCONEQ,18110,,,,,,,,,
VELS,14590,,,,,,,,,
VOLTAMP,13577,,,,,,,,,
VOLTAS,3718,,,,,,,,,
VPRPL,18341,,,,,,,,,
YUKEN,5501,,,,,,,,,
YUDIZ,18040,,,,,,,,,
YESBANK,11915,,,,,,,,,
YCCL,17627,,,,,,,,,
YATRA,18760,,,,,,,,,
YATHARTH,17738,,,,,,,,,
ZAGGLE,18608,,,,,,,,,
YASHOPTICS,23451,,,,,,,,,
YAARI,25003,,,,,,,,,
XPROINDIA,11407,,,,,,,,,
XELPMOC,8478,,,,,,,,,
XCHANGING,11705,,,,,,,,,
WTICAB,22725,,,,,,,,,
WSTCSTPAPR,3799,,,,,,,,,
YASHO,18131,,,,,,,,,
WSI,14828,,,,,,,,,
ZEAL,17766,,,,,,,,,
ZEELEARN,20856,,,,,,,,,
ZUARIIND,3827,,,,,,,,,
ZUARI,29050,,,,,,,,,
ZOTA,11394,,,,,,,,,
ZOMATO,5097,,,,,,,,,
ZODIACLOTH,3821,,,,,,,,,
ZODIAC,7138,,,,,,,,,
ZEEL,3812,,,,,,,,,
ZIMLAB,12384,,,,,,,,,
ZENTEC,7508,,,,,,,,,
ZENSARTECH,1076,,,,,,,,,
ZENITHSTL,14562,,,,,,,,,
ZENITHEXPO,4176,,,,,,,,,
ZENITHDRUG,22803,,,,,,,,,
ZEEMEDIA,14003,,,,,,,,,
ZFCVINDIA,16915,,,,,,,,,
WORTH,22277,,,,,,,,,
WONDERLA,3002,,,,,,,,,
WOMANCART,19627,,,,,,,,,
WEBELSOLAR,14606,,,,,,,,,
WEALTH,1923,,,,,,,,,
WANBURY,14063,,,,,,,,,
WALPAR,5013,,,,,,,,,
WALCHANNAG,3736,,,,,,,,,
WABAG,20188,,,,,,,,,
WEIZMANIND,3748,,,,,,,,,
VTL,2073,,,,,,,,,
VSTL,22731,,,,,,,,,
VSTIND,3724,,,,,,,,,
VSSL,27067,,,,,,,,,
VSCL,20974,,,,,,,,,
VRLLOG,8696,,,,,,,,,
VR,23018,,,,,,,,,
VSTTILLERS,24292,,,,,,,,,
WEL,7837,,,,,,,,,
WELCORP,11821,,,,,,,,,
WELENT,11626,,,,,,,,,
WOCKPHARMA,7497,,,,,,,,,
WIPRO,3787,,,,,,,,,
WIPL,20481,,,,,,,,,
WINSOME,25045,,,,,,,,,
WINSOL,23717,,,,,,,,,
WINDMACHIN,24969,,,,,,,,,
WINDLAS,5366,,,,,,,,,
WILLAMAGOR,3772,,,,,,,,,
WHIRLPOOL,18011,,,,,,,,,
WHEELS,3766,,,,,,,,,
WEWIN,9865,,,,,,,,,
WESTLIFE,11580,,,,,,,,,
WENDT,4235,,,,,,,,,
WELSPUNLIV,11253,,,,,,,,,
WELINV,19800,,,,,,,,,
USASEEDS,10610,,,,,,,,,
URJA,20203,,,,,,,,,
URBAN,16888,,,,,,,,,
URAVI,17081,,,,,,,,,
THERMAX,3475,,,,,,,,,
THEMISMED,14485,,,,,,,,,
THEJO,19279,,,,,,,,,
THEINVEST,21427,,,,,,,,,
THANGAMAYL,18118,,,,,,,,,
TGL,23526,,,,,,,,,
THOMASCOOK,3481,,,,,,,,,
TGBHOTELS,14607,,,,,,,,,
TFCILTD,3466,,,,,,,,,
TEXRAIL,21828,,,,,,,,,
TEXMOPIPES,18214,,,,,,,,,
TEXINFRA,11549,,,,,,,,,
TERASOFT,19296,,,,,,,,,
TEMBO,3275,,,,,,,,,
TFL,14323,,,,,,,,,
TEJASNET,21131,,,,,,,,,
THOMASCOTT,31021,,,,,,,,,
TI,19196,,,,,,,,,
TIRUPATIFL,22282,,,,,,,,,
TIRUPATI,21868,,,,,,,,,
TIRUMALCHM,3496,,,,,,,,,
TIPSINDLTD,9117,,,,,,,,,
TIPSFILMS,11374,,,,,,,,,
TIMKEN,14198,,,,,,,,,
THYROCARE,17032,,,,,,,,,
TIMETECHNO,14707,,,,,,,,,
TIMESCAN,7800,,,,,,,,,
TIL,11624,,,,,,,,,
TIJARIA,25486,,,,,,,,,
TIINDIA,312,,,,,,,,,
TIIL,14223,,,,,,,,,
TIDEWATER,14019,,,,,,,,,
TIMESGTY,11217,,,,,,,,,
TEGA,7105,,,,,,,,,
TECILCHEM,14739,,,,,,,,,
TECHNOE,6445,,,,,,,,,
TATAMOTORS,3456,,,,,,,,,
TATAINVEST,6636,,,,,,,,,
TATAELXSI,3411,,,,,,,,,
TATACONSUM,3432,,,,,,,,,
TATACOMM,3721,,,,,,,,,
TATAMTRDVR,16965,,,,,,,,,
TATACHEM,3405,,,,,,,,,
TARSONS,6943,,,,,,,,,
TARMAT,14775,,,,,,,,,
TARC,1581,,,,,,,,,
TARAPUR,18831,,,,,,,,,
TARACHAND,23514,,,,,,,,,
TAPIFRUIT,10986,,,,,,,,,
TASTYBITE,20092,,,,,,,,,
TATAPOWER,3426,,,,,,,,,
TATASTEEL,3499,,,,,,,,,
TATATECH,20293,,,,,,,,,
TECHM,13538,,,,,,,,,
TECHLABS,21078,,,,,,,,,
TECHIN,25194,,,,,,,,,
TEAMLEASE,12716,,,,,,,,,
TDPOWERSYS,25178,,,,,,,,,
TCS,11536,,,,,,,,,
TCPLPACK,184,,,,,,,,,
TCNSBRANDS,4172,,,,,,,,,
TCLCONS,19501,,,,,,,,,
TCL,22777,,,,,,,,,
TCIEXP,19223,,,,,,,,,
TCI,10580,,,,,,,,,
TBZ,27037,,,,,,,,,
TBOTEK,23740,,,,,,,,,
TATVA,5162,,,,,,,,,
TITAGARH,15414,,,,,,,,,
RVNL,9552,,,,,,,,,
TITAN,3506,,,,,,,,,
TNPETRO,3509,,,,,,,,,
UMAEXPORTS,8845,,,,,,,,,
UMA,13349,,,,,,,,,
ULTRACEMCO,11532,,,,,,,,,
UJJIVANSFB,15228,,,,,,,,,
UGROCAP,5313,,,,,,,,,
UGARSUGAR,19578,,,,,,,,,
UMANGDAIRY,11387,,,,,,,,,
UFO,9039,,,,,,,,,
UDS,19113,,,,,,,,,
UDAICEMENT,7276,,,,,,,,,
UCOBANK,11223,,,,,,,,,
UCL,4212,,,,,,,,,
UCAL,3570,,,,,,,,,
UBL,16713,,,,,,,,,
UFLEX,1053,,,,,,,,,
TVVISION,18508,,,,,,,,,
UMESLTD,19142,,,,,,,,,
UNIDT,201,,,,,,,,,
UPL,11287,,,,,,,,,
UNOMINDA,14154,,,,,,,,,
UNIVPHOTO,17659,,,,,,,,,
UNIVCABLES,3607,,,,,,,,,
UNIVASTU,18979,,,,,,,,,
UNITEDTEA,17999,,,,,,,,,
UNICHEMLAB,3579,,,,,,,,,
UNITEDPOLY,7560,,,,,,,,,
UNIPARTS,13057,,,,,,,,,
UNIONBANK,10753,,,,,,,,,
UNIINFO,7797,,,,,,,,,
UNIHEALTH,18582,,,,,,,,,
UNIENTER,11293,,,,,,,,,
UNITECH,8893,,,,,,,,,
TVTODAY,11275,,,,,,,,,
TVSSRICHAK,14245,,,,,,,,,
TVSSCS,18151,,,,,,,,,
TREJHARA,7605,,,,,,,,,
TREEHOUSE,25086,,,,,,,,,
TRANSWIND,21260,,,,,,,,,
TRANSTEEL,19801,,,,,,,,,
TRACXN,11582,,,,,,,,,
TPLPLASTEH,9219,,,,,,,,,
TREL,17795,,,,,,,,,
TPHQ,17000,,,,,,,,,
TOTAL,22423,,,,,,,,,
TORNTPOWER,13786,,,,,,,,,
TORNTPHARM,3518,,,,,,,,,
TOKYOPLAST,3837,,,,,,,,,
TNTELE,9884,,,,,,,,,
TNPL,3980,,,,,,,,,
TOUCHWOOD,16908,,,,,,,,,
TRENT,1964,,,,,,,,,
TRF,17991,,,,,,,,,
TRIDENT,9685,,,,,,,,,
TVSMOTOR,8479,,,,,,,,,
TVSHLTD,29008,,,,,,,,,
TVSELECT,11265,,,,,,,,,
TV18BRDCST,14208,,,,,,,,,
TTML,8954,,,,,,,,,
TTL,14314,,,,,,,,,
TTKPRESTIG,3546,,,,,,,,,
TTKHLTCARE,11369,,,,,,,,,
TRUST,23417,,,,,,,,,
TRU,9378,,,,,,,,,
TRIVENI,13081,,,,,,,,,
TRITURBINE,25584,,,,,,,,,
TRIL,15178,,,,,,,,,
TRIGYN,5428,,,,,,,,,
TRIDHYA,17210,,,,,,,,,
TMB,10945,,,,,,,,,
RVHL,1572,,,,,,,,,
RUSTOMJEE,12219,,,,,,,,,
RUSHIL,24595,,,,,,,,,
MTNL,2294,,,,,,,,,
MTEDUCARE,31413,,,,,,,,,
MTARTECH,2709,,,,,,,,,
MSUMI,8596,,,,,,,,,
MSTCLTD,9356,,,,,,,,,
MSPL,11919,,,,,,,,,
MUFIN,19783,,,,,,,,,
MRPL,2283,,,,,,,,,
MRF,2277,,,,,,,,,
MPTODAY,21792,,,,,,,,,
MPSLTD,10578,,,,,,,,,
MPHASIS,4503,,,,,,,,,
MOXSH,13502,,,,,,,,,
MRO-TEK,9002,,,,,,,,,
MOTOGENFIN,2268,,,,,,,,,
MUFTI,20878,,,,,,,,,
MUKKA,22980,,,,,,,,,
NAGREEKCAP,14942,,,,,,,,,
NAGAFERT,17295,,,,,,,,,
NACLIND,20425,,,,,,,,,
N1NSETEST,12848,,,,,,,,,
MWL,10311,,,,,,,,,
MVKAGRO,22976,,,,,,,,,
MUKANDLTD,11325,,,,,,,,,
MVGJL,19015,,,,,,,,,
MUTHOOTFIN,23650,,,,,,,,,
MUTHOOTCAP,10415,,,,,,,,,
MURUDCERA,2313,,,,,,,,,
MUNJALSHOW,2307,,,,,,,,,
MUNJALAU,13511,,,,,,,,,
MUKTAARTS,8687,,,,,,,,,
MUTHOOTMF,20831,,,,,,,,,
NAGREEKEXP,14702,,,,,,,,,
MOTISONS,20788,,,,,,,,,
MKPL,16738,,,,,,,,,
MITTAL,18666,,,,,,,,,
MITCON,8469,,,,,,,,,
MIRZAINT,4394,,,,,,,,,
MIRCELECTR,2202,,,,,,,,,
MINDTECK,18049,,,,,,,,,
MMFL,13844,,,,,,,,,
MINDSPACE,22308,,,,,,,,,
MINDACORP,25897,,,,,,,,,
MILTON,159,,,,,,,,,
MIDHANI,2463,,,,,,,,,
MICROPRO,19887,,,,,,,,,
MICEL,7169,,,,,,,,,
MHRIL,17333,,,,,,,,,
MINDPOOL,8908,,,,,,,,,
MOTILALOFS,14947,,,,,,,,,
MMP,16395,,,,,,,,,
MODIRUBBER,6934,,,,,,,,,
MOTHERSON,4204,,,,,,,,,
MOS,15051,,,,,,,,,
MOREPENLAB,2259,,,,,,,,,
MONTECARLO,5938,,,,,,,,,
MONOPHARMA,18392,,,,,,,,,
MONARCH,7679,,,,,,,,,
MMTC,17957,,,,,,,,,
MOLDTKPAC,6713,,,,,,,,,
MOL,5394,,,,,,,,,
MOKSH,3595,,,,,,,,,
MOIL,20830,,,,,,,,,
MOHITIND,29423,,,,,,,,,
MODTHREAD,10370,,,,,,,,,
MODISONLTD,3325,,,,,,,,,
MOLDTECH,17625,,,,,,,,,
NAHARCAP,15360,,,,,,,,,
NAHARINDUS,13106,,,,,,,,,
NAHARPOLY,14445,,,,,,,,,
NIPPOBATRY,6782,,,,,,,,,
NINSYS,14194,,,,,,,,,
NILKAMAL,2421,,,,,,,,,
NILASPACES,7450,,,,,,,,,
NILAINFRA,9257,,,,,,,,,
NIITMTS,17747,,,,,,,,,
NIRAJ,255,,,,,,,,,
NIITLTD,11522,,,,,,,,,
NIBL,29733,,,,,,,,,
NIACL,399,,,,,,,,,
NHPC,17400,,,,,,,,,
NH,11840,,,,,,,,,
NGLFINE,10277,,,,,,,,,
NGIL,5401,,,,,,,,,
NIDAN,6592,,,,,,,,,
NFL,13925,,,,,,,,,
NIRAJISPAT,18844,,,,,,,,,
NITCO,13304,,,,,,,,,
NRL,13675,,,,,,,,,
NRBBEARING,7553,,,,,,,,,
NRAIL,20314,,,,,,,,,
NPST,5299,,,,,,,,,
NOVAAGRI,22477,,,,,,,,,
NORBTEAEXP,4160,,,,,,,,,
NIRMAN,14722,,,,,,,,,
NOIDATOLL,11214,,,,,,,,,
NMDC,15332,,,,,,,,,
NLCINDIA,8585,,,,,,,,,
NKIND,2439,,,,,,,,,
NITIRAJ,3251,,,,,,,,,
NITINSPIN,13175,,,,,,,,,
NOCIL,2442,,,,,,,,,
NEXTMEDIA,9867,,,,,,,,,
NEWJAISA,19158,,,,,,,,,
NEWGEN,1164,,,,,,,,,
NBCC,31415,,,,,,,,,
NAZARA,2987,,,,,,,,,
NAVNETEDUL,2385,,,,,,,,,
NAVKARCORP,10557,,,,,,,,,
NAVINFLUOR,14672,,,,,,,,,
NAVA,4014,,,,,,,,,
NBIFIN,19111,,,,,,,,,
NAUKRI,13751,,,,,,,,,
NATHBIOGEN,11065,,,,,,,,,
NATCOPHARM,3918,,,,,,,,,
NARMADA,11631,,,,,,,,,
NAMAN,23379,,,,,,,,,
NAM-INDIA,357,,,,,,,,,
NAHARSPING,14440,,,,,,,,,
NATIONALUM,6364,,,,,,,,,
NCC,2319,,,,,,,,,
NCLIND,14490,,,,,,,,,
NDGL,18371,,,,,,,,,
NEULANDLAB,2406,,,,,,,,,
NETWORK18,14111,,,,,,,,,
NETWEB,17433,,,,,,,,,
NESTLEIND,17963,,,,,,,,,
NESCO,15409,,,,,,,,,
NEOGEN,9917,,,,,,,,,
NELCO,2388,,,,,,,,,
NELCAST,14761,,,,,,,,,
NECLIFE,11927,,,,,,,,,
NECCLTD,13522,,,,,,,,,
NDTV,11427,,,,,,,,,
NDRAUTO,22255,,,,,,,,,
NDLVENTURE,14547,,,,,,,,,
NDL,31258,,,,,,,,,
MHLXMIRU,7886,,,,,,,,,
MHHL,1426,,,,,,,,,
MGL,17534,,,,,,,,,
MGEL,1593,,,,,,,,,
MAANALU,15017,,,,,,,,,
M&MFIN,13285,,,,,,,,,
M&M,2031,,,,,,,,,
LYPSAGEMS,31468,,,,,,,,,
LYKALABS,2028,,,,,,,,,
LXCHEM,2841,,,,,,,,,
MACPOWER,22349,,,,,,,,,
LUXIND,11301,,,,,,,,,
LUMAXTECH,14014,,,,,,,,,
LUMAXIND,2018,,,,,,,,,
LTTS,18564,,,,,,,,,
LTIM,17818,,,,,,,,,
LTFOODS,13816,,,,,,,,,
LUPIN,10440,,,,,,,,,
LTF,24948,,,,,,,,,
MADHAV,15155,,,,,,,,,
MADHUCON,13668,,,,,,,,,
MAHSCOOTER,2085,,,,,,,,,
MAHLOG,385,,,,,,,,,
MAHLIFE,8050,,,,,,,,,
MAHICKRA,2839,,,,,,,,,
MAHESHWARI,9576,,,,,,,,,
MAHEPC,17603,,,,,,,,,
MADHAVBAUG,8259,,,,,,,,,
MAHASTEEL,17527,,,,,,,,,
MAHABANK,11377,,,,,,,,,
MAGSON,17088,,,,,,,,,
MAGNUM,14957,,,,,,,,,
MAGADSUGAR,21392,,,,,,,,,
MADRASFERT,4911,,,,,,,,,
MADHUSUDAN,18728,,,,,,,,,
MAHAPEXLTD,5239,,,,,,,,,
LT,11483,,,,,,,,,
LRRPL,14204,,,,,,,,,
LPDC,16863,,,,,,,,,
LGBFORGE,16845,,,,,,,,,
LGBBROSLTD,18321,,,,,,,,,
LFIC,7916,,,,,,,,,
LEXUS,14459,,,,,,,,,
LEMONTREE,2606,,,,,,,,,
LEMERITE,9372,,,,,,,,,
LGHL,19872,,,,,,,,,
LAXMIMACH,1979,,,,,,,,,
LAWSIKHO,22468,,,,,,,,,
LAURUSLABS,19234,,,,,,,,,
LATTEYS,15848,,,,,,,,,
LATENTVIEW,6822,,,,,,,,,
LASA,21713,,,,,,,,,
LAOPALA,14423,,,,,,,,,
LAXMICOT,6568,,,,,,,,,
LIBAS,11082,,,,,,,,,
LIBERTSHOE,1994,,,,,,,,,
LICHSGFIN,1997,,,,,,,,,
LOYALTEX,10590,,,,,,,,,
LOVABLE,22415,,,,,,,,,
LOTUSEYE,16811,,,,,,,,,
LORDSCHLO,18235,,,,,,,,,
LOKESHMACH,13439,,,,,,,,,
LODHA,3220,,,,,,,,,
LLOYDSME,17313,,,,,,,,,
LLOYDSENGG,17801,,,,,,,,,
LLOYDS,11472,,,,,,,,,
LINDEINDIA,1627,,,,,,,,,
LINCOLN,11596,,,,,,,,,
LINC,6951,,,,,,,,,
LIKHITHA,578,,,,,,,,,
LICI,9480,,,,,,,,,
MAHSEAMLES,2088,,,,,,,,,
NSIL,11239,,,,,,,,,
MAITHANALL,24538,,,,,,,,,
MAKS,11218,,,,,,,,,
MCLEODRUSS,11944,,,,,,,,,
MCL,22360,,,,,,,,,
MCDOWELL-N,10447,,,,,,,,,
MBLINFRA,18029,,,,,,,,,
MBECL,13683,,,,,,,,,
MBAPL,12686,,,,,,,,,
MCON,14574,,,,,,,,,
MAZDOCK,509,,,,,,,,,
MAYURUNIQ,28906,,,,,,,,,
MAXPOSURE,21691,,,,,,,,,
MAXIND,22428,,,,,,,,,
MAXHEALTH,22377,,,,,,,,,
MAXESTATES,19646,,,,,,,,,
MAWANASUG,17022,,,,,,,,,
MAZDA,18866,,,,,,,,,
MATRIMONY,21726,,,,,,,,,
MCX,31181,,,,,,,,,
MEDANTA,11956,,,,,,,,,
MFSL,2142,,,,,,,,,
METROPOLIS,9581,,,,,,,,,
METROBRAND,7242,,,,,,,,,
MEP,8779,,,,,,,,,
MENONBE,6961,,,,,,,,,
MELSTAR,17950,,,,,,,,,
MDL,2132,,,,,,,,,
MEGATHERM,22560,,,,,,,,,
MEGASOFT,14793,,,,,,,,,
MEGAFLEX,10971,,,,,,,,,
MEDPLUS,7254,,,,,,,,,
MEDICO,9673,,,,,,,,,
MEDICAMEQ,6278,,,,,,,,,
MEDIASSIST,21705,,,,,,,,,
MEGASTAR,8153,,,,,,,,,
MASTER,19011,,,,,,,,,
MASTEK,2124,,,,,,,,,
MASKINVEST,18731,,,,,,,,,
MANGLMCEM,2106,,,,,,,,,
MANGCHEFER,15007,,,,,,,,,
MANGALAM,11817,,,,,,,,,
MANDEEP,23782,,,,,,,,,
MANAV,21697,,,,,,,,,
MANAPPURAM,19061,,,,,,,,,
MANINDS,11884,,,,,,,,,
MANALIPETC,13796,,,,,,,,,
MANAKSIA,15199,,,,,,,,,
MANAKCOAT,7417,,,,,,,,,
MANAKALUCO,7427,,,,,,,,,
MALUPAPER,13355,,,,,,,,,
MALLCOM,7965,,,,,,,,,
MAL,19134,,,,,,,,,
MANAKSTEEL,7482,,,,,,,,,
MANINFRA,18226,,,,,,,,,
MANKIND,15380,,,,,,,,,
MANOMAY,13753,,,,,,,,,
MASFIN,199,,,,,,,,,
MARUTI,10999,,,,,,,,,
MARSHALL,6764,,,,,,,,,
MARKSANS,10579,,,,,,,,,
MARINETRAN,20410,,,,,,,,,
MARINE,1328,,,,,,,,,
MARICO,4067,,,,,,,,,
MARCO,18773,,,,,,,,,
MARATHON,18659,,,,,,,,,
MARALOVER,2112,,,,,,,,,
MAPMYINDIA,7227,,,,,,,,,
MANYAVAR,8167,,,,,,,,,
MANUGRAPH,13572,,,,,,,,,
MANORG,6428,,,,,,,,,
MANORAMA,10230,,,,,,,,,
MAITREYA,19809,,,,,,,,,
A2ZINFRA,20910,,,,,,,,,
NSLNISP,14180,,,,,,,,,
NUCLEUS,10791,,,,,,,,,
RAJRILTD,8428,,,,,,,,,
RAJRATAN,18962,,,,,,,,,
RAJMET,2171,,,,,,,,,
RAJESHEXPO,7401,,,,,,,,,
RAINBOW,9408,,,,,,,,,
RAIN,15337,,,,,,,,,
RAJSREESUG,2809,,,,,,,,,
RAILTEL,2431,,,,,,,,,
RADIOCITY,19877,,,,,,,,,
RADICO,10990,,,,,,,,,
RADIANTCMS,13580,,,,,,,,,
RADHIKAJWE,10343,,,,,,,,,
RADAAN,10932,,,,,,,,,
RACE,15391,,,,,,,,,
RADIOWALLA,23442,,,,,,,,,
QUICKTOUCH,15285,,,,,,,,,
RAJTV,14407,,,,,,,,,
RAMANEWS,13565,,,,,,,,,
RAYMOND,2859,,,,,,,,,
RATNAVEER,18423,,,,,,,,,
RATNAMANI,13451,,,,,,,,,
RATEGAIN,7177,,,,,,,,,
RANEHOLDIN,2844,,,,,,,,,
RANEENGINE,16751,,,,,,,,,
RALLIS,2816,,,,,,,,,
RANASUG,2837,,,,,,,,,
RAMKY,20134,,,,,,,,,
RAMCOSYS,7869,,,,,,,,,
RAMCOIND,4587,,,,,,,,,
RAMCOCEM,2043,,,,,,,,,
RAMASTEEL,10300,,,,,,,,,
RAMAPHO,10568,,,,,,,,,
RAMRAT,10485,,,,,,,,,
RBA,1494,,,,,,,,,
QUICKHEAL,13116,,,,,,,,,
QUADPRO,5870,,,,,,,,,
PROZONER,28859,,,,,,,,,
PROV,16483,,,,,,,,,
PROPEQUITY,8735,,,,,,,,,
PROLIFE,19352,,,,,,,,,
PRLIND,23767,,,,,,,,,
PRIVISCL,8825,,,,,,,,,
PRSMJOHNSN,2739,,,,,,,,,
PRITIKAUTO,5296,,,,,,,,,
PRITI,8304,,,,,,,,,
PRINCEPIPE,16045,,,,,,,,,
PRIMESECU,11864,,,,,,,,,
PRICOLLTD,19631,,,,,,,,,
PRESTIGE,20302,,,,,,,,,
PRESSTONIC,20498,,,,,,,,,
PRITIKA,12971,,,,,,,,,
QUESS,17704,,,,,,,,,
PRUDENT,9553,,,,,,,,,
PSB,21001,,,,,,,,,
QMSMEDI,11467,,,,,,,,,
QFIL,14613,,,,,,,,,
PYRAMID,18250,,,,,,,,,
PVSL,23142,,,,,,,,,
PVRINOX,13147,,,,,,,,,
PVP,4010,,,,,,,,,
PRUDMOULI,20528,,,,,,,,,
PURVFLEXI,22938,,,,,,,,,
PUNJABCHEM,4344,,,,,,,,,
PULZ,507,,,,,,,,,
PTL,14101,,,,,,,,,
PTCIL,16682,,,,,,,,,
PTC,11355,,,,,,,,,
PSPPROJECT,20877,,,,,,,,,
PURVA,14926,,,,,,,,,
RBL,16745,,,,,,,,,
RBLBANK,18391,,,,,,,,,
RBMINFRA,13570,,,,,,,,,
ROTO,9049,,,,,,,,,
ROSSELLIND,28913,,,,,,,,,
ROSSARI,19410,,,,,,,,,
ROML,366,,,,,,,,,
ROLLT,19108,,,,,,,,,
ROLEXRINGS,5279,,,,,,,,,
ROUTE,128,,,,,,,,,
ROHLTD,13182,,,,,,,,,
RML,11975,,,,,,,,,
RMDRIP,21816,,,,,,,,,
RKSWAMY,23043,,,,,,,,,
RKFORGE,11411,,,,,,,,,
RKEC,1547,,,,,,,,,
RKDL,20950,,,,,,,,,
ROCKINGDCE,20289,,,,,,,,,
RITEZONE,11910,,,,,,,,,
ROXHITECH,20167,,,,,,,,,
RPOWER,15259,,,,,,,,,
RUPA,25724,,,,,,,,,
RUCHIRA,13821,,,,,,,,,
RUCHINFRA,4566,,,,,,,,,
RUBYMILLS,2939,,,,,,,,,
RTNPOWER,17520,,,,,,,,,
RTNINDIA,27297,,,,,,,,,
RPGLIFE,16725,,,,,,,,,
RSYSTEMS,13414,,,,,,,,,
RSSOFTWARE,8426,,,,,,,,,
RRKABEL,18566,,,,,,,,,
RPTECH,22670,,,,,,,,,
RPSGVENT,8119,,,,,,,,,
RPPL,6915,,,,,,,,,
RPPINFRA,20764,,,,,,,,,
RSWM,2794,,,,,,,,,
RITES,3761,,,,,,,,,
RITCO,8944,,,,,,,,,
RISHABH,18417,,,,,,,,,
RELIABLE,51,,,,,,,,,
RELCHEMQ,9652,,,,,,,,,
RELAXO,24225,,,,,,,,,
REGENCERAM,9051,,,,,,,,,
REFRACTORY,23721,,,,,,,,,
REFEX,17764,,,,,,,,,
RELIANCE,2885,,,,,,,,,
REDTAPE,17859,,,,,,,,,
RECLTD,15355,,,,,,,,,
RCOM,13188,,,,,,,,,
RCF,2866,,,,,,,,,
RCDL,19681,,,,,,,,,
RBZJEWEL,20893,,,,,,,,,
RBS,23565,,,,,,,,,
REDINGTON,14255,,,,,,,,,
RELIGARE,15068,,,,,,,,,
RELINFRA,553,,,,,,,,,
REMSONSIND,3965,,,,,,,,,
RILINFRA,9854,,,,,,,,,
RIIL,2912,,,,,,,,,
RICOAUTO,2909,,,,,,,,,
RICHA,8208,,,,,,,,,
RHL,15162,,,,,,,,,
RHIM,31163,,,,,,,,,
RHFL,21737,,,,,,,,,
RGL,15129,,,,,,,,,
REXPIPES,5309,,,,,,,,,
RESPONIND,20323,,,,,,,,,
REPRO,13126,,,,,,,,,
REPL,1480,,,,,,,,,
REPCOHOME,29598,,,,,,,,,
RENUKA,12026,,,,,,,,,
REMUS,16154,,,,,,,,,
PREMIERPOL,3908,,,,,,,,,
PREMEXPLN,17397,,,,,,,,,
PRECWIRE,2717,,,,,,,,,
PRECOT,5884,,,,,,,,,
PALREDTEC,17059,,,,,,,,,
PALASHSECU,21383,,,,,,,,,
PAKKA,17197,,,,,,,,,
PAISALO,25468,,,,,,,,,
PAGEIND,14413,,,,,,,,,
OWAIS,22911,,,,,,,,,
PANACEABIO,4055,,,,,,,,,
OSWALSEEDS,14310,,,,,,,,,
